id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
1701	martin braddock (2019)	"<table><tr><td>Authors:</td><td>martin braddock; christian peter wilhelm; adam romain; lee bale; konrad szocik</td></tr><tr><td>Title:</td><td>application of socio-technical systems models to martian colonisation and society build</td></tr><tr><td>Source:</td><td>theoretical issues in ergonomics science, 21(2), 131-152</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1080/1463922x.2019.1658242	-0.3651	0.0087	3	49	16	6	0.5211	2019	6	0.5211
1702	sadia jamil (2021)	"<table><tr><td>Authors:</td><td>sadia jamil; prabhjot sohal</td></tr><tr><td>Title:</td><td>reporting under fear and threats: the deadly cost of being a journalist in pakistan and india</td></tr><tr><td>Source:</td><td>world of media, 1(2), 5-33</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.30547/worldofmedia.2.2021.1	-0.4394	-0.0046	4	74	1	7	0.9149	2021	7	0.9149
1703	joshua s. gans (2018a)	<table><tr><td>Authors:</td><td>joshua s. gans</td></tr><tr><td>Title:</td><td>self-regulating artificial general intelligence</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2018</td></tr></table>	https://doi.org/https://doi.org/10.3386/w24352	-0.419	-0.0624	4	23	6	4	0.2748	2018	4	0.2748
1706	sidney bloch (1987)	"<table><tr><td>Authors:</td><td>sidney bloch; david t. mcnab</td></tr><tr><td>Title:</td><td>attitudes of british psychotherapists towards the role of humour in psychotherapy</td></tr><tr><td>Source:</td><td>british journal of psychotherapy, 3(3), 216-225</td></tr><tr><td>Year:</td><td>1987</td></tr></table>"	https://doi.org/https://doi.org/10.1111/j.1752-0118.1987.tb00974.x	-0.5126	0.0591	6	1	1	4	0.8	1987	4	0.8
1710	smaranda belciug (2019)	"<table><tr><td>Authors:</td><td>smaranda belciug; florin gorunescu</td></tr><tr><td>Title:</td><td>era of intelligent systems in healthcare</td></tr><tr><td>Source:</td><td>intelligent systems reference library, 1-55</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-030-14354-1_1	-0.415	-0.0587	1	50	9	8	0.6948	2019	8	0.6948
1715	kyle a. kilian (2023)	"<table><tr><td>Authors:</td><td>kyle a. kilian; christopher j. ventura; mark m. bailey</td></tr><tr><td>Title:</td><td>examining the differential risk from high-level artificial intelligence and the question of control</td></tr><tr><td>Source:</td><td>futures, 151, 103182-103182</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2023.103182	-0.3797	-0.0454	1	27	7	2	1.5485	2023	2	1.5485
1718	corinna porteri (2012)	"<table><tr><td>Authors:</td><td>corinna porteri</td></tr><tr><td>Title:</td><td>genetics and psychiatry: a proposal for the application of the precautionary principle</td></tr><tr><td>Source:</td><td>medicine, health care and philosophy, 16(3), 391-397</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11019-012-9408-6	-0.4881	0.001	6	1	1	4	0.1874	2012	4	0.1874
1720	b.v.e. hyde (2023)	"<table><tr><td>Authors:</td><td>b.v.e. hyde</td></tr><tr><td>Title:</td><td>the problem with longtermism</td></tr><tr><td>Source:</td><td>ethics in progress, 14(2), 130-152</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.14746/eip.2023.2.9	-0.3818	-0.0301	3	194	13	1	0.7743	2023	1	0.7743
1725	tung manh ho (2023b)	"<table><tr><td>Authors:</td><td>tung manh ho; quan‐hoang vuong</td></tr><tr><td>Title:</td><td>disengage to survive the ai-powered sensory overload world</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-023-01714-0	-0.5095	0.0008	9	3	2	1	0.7743	2023	1	0.7743
1726	christoph m. rheinberger (2016a)	"<table><tr><td>Authors:</td><td>christoph m. rheinberger; nicolas treich</td></tr><tr><td>Title:</td><td>attitudes toward catastrophe</td></tr><tr><td>Source:</td><td>environmental & resource economics, 67(3), 609-636</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s10640-016-0033-3	-0.4163	0.0304	5	263	102	14	0.6634	2016	14	0.6634
1729	stephen m. gardiner (2022)	"<table><tr><td>Authors:</td><td>stephen m. gardiner</td></tr><tr><td>Title:</td><td>on the scope of institutions for future generations: defending an expansive global constitutional convention that protects against squandering generations</td></tr><tr><td>Source:</td><td>ethics & international affairs, 36(2), 157-178</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s089267942200017x	-0.3914	0.0236	2	7	2	5	1.2551	2022	5	1.2551
1730	ajay gambhir (2023)	"<table><tr><td>Authors:</td><td>ajay gambhir; robert j. lempert</td></tr><tr><td>Title:</td><td>from least cost to least risk: producing climate change mitigation plans that are resilient to multiple risks</td></tr><tr><td>Source:</td><td>frontiers in climate, 5</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3389/fclim.2023.1149309	-0.4176	0.0721	2	139	6	2	1.5485	2023	2	1.5485
1731	áine doran (2024)	"<table><tr><td>Authors:</td><td>áine doran; christopher l. colvin; eoin mclaughlin</td></tr><tr><td>Title:</td><td>what can we learn from historical pandemics? a systematic review of the literature</td></tr><tr><td>Source:</td><td>social science & medicine, 342, 116534-116534</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.socscimed.2023.116534	-0.4357	0.0447	5	102	24	4	7.3913	2024	4	7.3913
1732	peter seele (2022)	"<table><tr><td>Authors:</td><td>peter seele</td></tr><tr><td>Title:</td><td>ai ethics inflation, delphi and the restart of theory</td></tr><tr><td>Source:</td><td>ai & society, 39(1), 403-405</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-022-01414-1	-0.401	-0.1978	1	2	2	1	0.251	2022	1	0.251
1735	s.w. breuer (2021)	"<table><tr><td>Authors:</td><td>s.w. breuer; l. toppen; simeon schum; joshua m. pearce</td></tr><tr><td>Title:</td><td>open source software toolchain for automated non‐targeted screening for toxins in alternative foods</td></tr><tr><td>Source:</td><td>methodsx, 8, 101551-101551</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.mex.2021.101551	-0.3093	0.0983	11	54	14	4	0.5228	2021	4	0.5228
1736	agus bambang irawan (2014)	"<table><tr><td>Authors:</td><td>agus bambang irawan; janet mcintyre‐mills</td></tr><tr><td>Title:</td><td>application of critical systems thinking to performance auditing practice at the indonesian supreme audit institution: issues and challenges</td></tr><tr><td>Source:</td><td>systems research and behavioral science, 33(1), 24-44</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1002/sres.2325	-0.5033	-0.0074	19	51	20	8	0.403	2014	8	0.403
1740	bogdan popoveniuc (2013)	<table><tr><td>Authors:</td><td>bogdan popoveniuc</td></tr><tr><td>Title:</td><td>pro and cons singularity</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2013</td></tr></table>	https://doi.org/https://doi.org/10.1145/2466816.2466848	-0.378	-0.0514	1	183	8	3	0.0919	2013	3	0.0919
1741	aida ponce del castillo (2023)	"<table><tr><td>Authors:</td><td>aida ponce del castillo</td></tr><tr><td>Title:</td><td>generative ai, generating precariousness for workers?</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-023-01719-9	-0.3969	-0.1102	1	4	1	1	0.7743	2023	1	0.7743
1742	chih yuan woon (2017)	"<table><tr><td>Authors:</td><td>chih yuan woon</td></tr><tr><td>Title:</td><td>geopolitics of the environment</td></tr><tr><td>Source:</td><td>international encyclopedia of geography, 1-10</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1002/9781118786352.wbieg0561	-0.4455	-0.0028	5	80	4	1	0.0665	2017	1	0.0665
1744	felix ter chian tan (2020)	"<table><tr><td>Authors:</td><td>felix ter chian tan; edward j. hopkins; chia-yen chan; carmen leong; anthony wright</td></tr><tr><td>Title:</td><td>digital platform-enabled community development: a case study of a private-public partnership sustainability initiative</td></tr><tr><td>Source:</td><td>proceedings of the ... annual hawaii international conference on system sciences/proceedings of the annual hawaii international conference on system sciences</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.24251/hicss.2020.282	-0.4713	-0.0365	6	4	4	3	0.2257	2020	3	0.2257
1746	quan‐hoang vuong (2024a)	"<table><tr><td>Authors:</td><td>quan‐hoang vuong; tung manh ho</td></tr><tr><td>Title:</td><td>escape climate apathy by harnessing the power of generative ai</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-023-01830-x	-0.5226	0.0079	9	3	2	1	1.8478	2024	1	1.8478
1747	karamjit s. gill (2021)	"<table><tr><td>Authors:</td><td>karamjit s. gill</td></tr><tr><td>Title:</td><td>ethical dilemmas</td></tr><tr><td>Source:</td><td>ai & society, 36(3), 669-676</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-021-01260-7	-0.4007	-0.2002	1	1	1	4	0.5228	2021	4	0.5228
1750	maureen o’hara (2017)	"<table><tr><td>Authors:</td><td>maureen o’hara</td></tr><tr><td>Title:</td><td>rising to the occasion: new persons for new times</td></tr><tr><td>Source:</td><td>estudos de psicologia, 34(4), 454-466</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1590/1982-02752017000400002	-0.3882	0.0132	10	156	6	2	0.1331	2017	2	0.1331
1752	bart c.j.m. fauser (2024)	"<table><tr><td>Authors:</td><td>bart c.j.m. fauser; g. david adamson; jacky boivin; georgina m. chambers; christian de geyter; silke dyer; marcia c. inhorn; lone schmidt; gamal i. serour; basil tarlatzis; fernando zegers‐hochschild; oladapo a. ashiru; simon brown; karianne bye; carlos calhaz–jorge; barbara collura; petra de sutter; luca gianaroli; linda c. giudice; osamu ishihara; edgar mocanu; willem ombelet; rishma pai; guido pennings; james raymer; hugh s. taylor</td></tr><tr><td>Title:</td><td>declining global fertility rates and the implications for family planning and family building: an iffs consensus document based on a narrative review of the literature</td></tr><tr><td>Source:</td><td>human reproduction update</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1093/humupd/dmad028	-0.457	-0.0033	8	6	3	11	20.3261	2024	11	20.3261
1753	chris percy (2022)	"<table><tr><td>Authors:</td><td>chris percy; simo dragičević; sanjay sarkar; artur d’avila garcez</td></tr><tr><td>Title:</td><td>accountability in ai: from principles to industry-specific accreditation</td></tr><tr><td>Source:</td><td>ai communications, 34(3), 181-196</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3233/aic-210080	-0.4033	-0.0928	1	8	7	7	1.7571	2022	7	1.7571
1755	ahmed al‐rawi (2017)	"<table><tr><td>Authors:</td><td>ahmed al‐rawi; yasmin jiwani</td></tr><tr><td>Title:</td><td>mediated conflict: shiite heroes combating isis in iraq and syria</td></tr><tr><td>Source:</td><td>communication, culture & critique, 10(4), 675-695</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1111/cccr.12177	-0.4455	-0.0051	4	75	2	5	0.3327	2017	5	0.3327
1756	karamjit s. gill (2016c)	"<table><tr><td>Authors:</td><td>karamjit s. gill</td></tr><tr><td>Title:</td><td>performing ethics</td></tr><tr><td>Source:</td><td>ai & society, 32(1), 1-5</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-016-0687-y	-0.3391	-0.0733	10	2	1	2	0.0948	2016	2	0.0948
1757	eze paez (2023)	"<table><tr><td>Authors:</td><td>eze paez; pablo magaña</td></tr><tr><td>Title:</td><td>a democratic argument for animal uplifting</td></tr><tr><td>Source:</td><td>inquiry, 1-32</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1080/0020174x.2023.2248618	-0.4104	-0.0323	9	67	22	0	0	2023	0	0
1759	paola d’orazio (2018)	"<table><tr><td>Authors:</td><td>paola d’orazio; lilit popoyan</td></tr><tr><td>Title:</td><td>fostering green investments and tackling climate-related financial risks: which role for macroprudential policies?</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.3106350	-0.4303	0.1179	12	53	55	7	0.481	2018	7	0.481
1760	ed gibney (2020)	"<table><tr><td>Authors:</td><td>ed gibney; tanya wyatt</td></tr><tr><td>Title:</td><td>rebuilding the harm principle: using an evolutionary perspective to provide a new foundation for justice</td></tr><tr><td>Source:</td><td>international journal for crime, justice and social democracy, 9(3), 100-115</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.5204/ijcjsd.v9i3.1280	-0.3954	0.0014	2	57	8	5	0.3762	2020	5	0.3762
1761	cristian-mihai vidu (2022)	"<table><tr><td>Authors:</td><td>cristian-mihai vidu; florina pînzaru; andreea mitan</td></tr><tr><td>Title:</td><td>what managers of smes in the cee region should know about challenges of artificial intelligence’s adoption? – an introductive discussion</td></tr><tr><td>Source:</td><td>nowoczesne systemy zarządzania, 17(1), 63-76</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.37055/nsz/147989	-0.4039	-0.0819	1	40	11	2	0.502	2022	2	0.502
1762	jānis krūmiņš (2022)	"<table><tr><td>Authors:</td><td>jānis krūmiņš; māris kļaviņš; rūta ozola-davidāne; linda ansone-bērtiņa</td></tr><tr><td>Title:</td><td>the prospects of clay minerals from the baltic states for industrial-scale carbon capture: a review</td></tr><tr><td>Source:</td><td>minerals, 12(3), 349-349</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3390/min12030349	-0.444	0.1022	2	5	5	15	3.7652	2022	15	3.7652
1763	edwin k. p. chong (2017)	"<table><tr><td>Authors:</td><td>edwin k. p. chong</td></tr><tr><td>Title:</td><td>the control problem [president's message]</td></tr><tr><td>Source:</td><td>ieee control systems, 37(2), 14-16</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1109/mcs.2016.2643238	-0.3855	-0.0529	1	122	3	1	0.0665	2017	1	0.0665
1764	markus will (2020)	"<table><tr><td>Authors:</td><td>markus will</td></tr><tr><td>Title:</td><td>the covid-19 pandemic and the end of corporate risk management as we know it</td></tr><tr><td>Source:</td><td>central european review of economics and management, 4(3), 89-115</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.29015/cerem.888	-0.4285	0.0168	12	35	15	5	0.3762	2020	5	0.3762
1765	giovanni sartor (2018)	"<table><tr><td>Authors:</td><td>giovanni sartor; francesca lagioia; giuseppe contissa</td></tr><tr><td>Title:</td><td>the use of copyrighted works by ai systems: art works in the data mill</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.3264742	-0.4114	-0.0462	1	94	6	3	0.2061	2018	3	0.2061
1766	eric b. dent (2017)	"<table><tr><td>Authors:</td><td>eric b. dent</td></tr><tr><td>Title:</td><td>jerry harvey: the quintessential life of sense and nonsense</td></tr><tr><td>Source:</td><td>journal of management, spirituality & religion, 14(2), 109-116</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/14766086.2017.1295276	-0.5821	-0.0913	8	3	3	2	0.1331	2017	2	0.1331
1768	george tridimas (2019)	"<table><tr><td>Authors:</td><td>george tridimas</td></tr><tr><td>Title:</td><td>democracy without political parties: the case of ancient athens</td></tr><tr><td>Source:</td><td>journal of institutional economics, 15(6), 983-998</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s1744137419000249	-0.4226	0.0023	4	78	6	7	0.6079	2019	7	0.6079
1769	ante ivčević (2021)	"<table><tr><td>Authors:</td><td>ante ivčević; isabel estrela rego; rui gaspar; vania statzu</td></tr><tr><td>Title:</td><td>telluric and climate-related risk awareness, and risk mitigation strategies in the azores archipelago: first steps for building societal resilience</td></tr><tr><td>Source:</td><td>sustainability, 13(15), 8653-8653</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.3390/su13158653	-0.4627	0.0438	2	16	5	1	0.1307	2021	1	0.1307
1772	christoph bublitz (2022)	"<table><tr><td>Authors:</td><td>christoph bublitz</td></tr><tr><td>Title:</td><td>might artificial intelligence become part of the person, and what are the key ethical and legal implications?</td></tr><tr><td>Source:</td><td>ai & society</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-022-01584-y	-0.444	-0.1098	18	9	4	5	1.2551	2022	5	1.2551
1776	torben juul andersen (2002)	<table><tr><td>Authors:</td><td>torben juul andersen</td></tr><tr><td>Title:</td><td>innovative financial instruments for natural disaster risk management</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2002</td></tr></table>	https://doi.org/https://doi.org/10.18235/0008816	-0.2818	0.1781	14	1	11	20	0.4276	2002	20	0.4276
